"id","lectureName","lectureId","department","course","semester","classSize","one","two","three","four","five","six","seven","eight","nine","ten","eleven","twelve","thirteen","fourteen","fifteen","sixteen","seventeen","eighteen","nineteen","content","attendance","session","date_created"
563,"Joseph Ashalley","6129","Faculty of Law","LAW 314 Commercial Law II","First Semester","96","4","4","4","4","4","4","5","5","5","5","5","5","5","5","Seminar","None","None","More Seminars",,,,,"2023-09-05 10:40:39.108713"
564,"Joseph Ashalley","6129","Faculty of Law","LAW 314 Commercial Law II","First Semester","96","4","4","4","4","4","4","5","5","5","5","5","5","5","5","Seminar","None","None","More Seminars",,,,,"2023-09-05 10:40:40.826408"
565,"Joseph Ashalley","6129","Faculty of Law","LAW 314 Commercial Law II","First Semester","96","4","4","4","4","4","4","5","5","5","5","5","5","5","5","Seminar","None","None","More Seminars",,,,,"2023-09-05 10:40:42.867029"
566,"Nicholas Kwarteng","6161","Faculty of Law","LAW 304 Labour Law II","First Semester","40","4","4","4","5","5","5","5","5","5","5","5","5","5","4","Group assignments "," None ","None","More group assignments and seminars",,,,,"2023-09-05 10:45:59.78006"
567,"Jude Tuffour","6415","Faculty of Law","LAW 314 Commercial Law II","Second Semester","38","5","5","5","5","5","5","5","5","4","5","5","4","4","5","Agency ","Hire Purchase ","None ","Adequate time",,,,,"2023-09-05 10:49:04.664602"
568,"Josiah De-Graft Quansah","6230","Faculty of Law","LAW 226 Investment Law","First Semester","60","5","5","5","5","5","5","5","5","5","5","4","4","4","5","All aspext","None ","None ","More seminars and group assignments ",,,,,"2023-09-05 10:49:38.340619"
569,"Justice Gilbert Ayisi Addo","6269","Faculty of Law","LAW 108 Criminal Law II","First Semester","96","5","5","5","5","5","5","5","5","5","5","4","4","4","4","All aspect","None","None","More seminars ",,,,,"2023-09-05 10:53:15.547714"
570,"Beryl Sunkwa-Mills","6117","Faculty of Law","LAW 206 Public International Law II","Second Semester","60","3","1","1","3","2","1","2","5","3","1","1","4","2","2","Law of the sea ","International Criminal Law","None ","Adequate teaching and tutorial ",,,,,"2023-09-05 10:55:47.098502"
571,"Maame Ofewah Sarpong","6275","Faculty of Law","LAW 206 Public International Law II","First Semester","96","4","4","4","4","4","4","5","5","5","5","4","4","4","4","All aspect","None","None","More seminars",,,,,"2023-09-05 10:56:24.346888"
572,"Justice Gilbert Ayisi Addo","6269","Faculty of Law","LAW 208 Law of Immovable Property II","Second Semester","16","5","4","4","3","5","4","4","4","3","3","4","4","4","4","Interests in Land","Tenancies ","None ","Adequate tutorial time",,,,,"2023-09-05 11:01:36.748389"
573,"Emmanuel Opare Wiredu","6412","Faculty of Law","LAW 404 Law of Equity and Succession II","Second Semester","70","4","4","4","4","5","4","5","4","4","4","4","4","3","4","His delivery on Wills and the PNDCL 111 ","Non","Non","Non",,,,,"2023-09-05 11:08:18.170428"
574,"Joseph Baffour Aduamoah","6346","Faculty of Law","LAW 204 Law of Torts II","Second Semester","32","4","4","4","4","5","4","4","4","3","4","5","4","4","5","Negligence ","Inducing breach of contract ","None ","Adequate tutorial time",,,,,"2023-09-05 11:09:58.647664"
575,"Gertrude Arthur","6369","Faculty of Law","LAW 410 International Human Rights II","Second Semester","40","5","5","5","5","5","5","5","5","5","5","5","5","5","5","The entire coure","Non","Non","Non",,,,,"2023-09-05 11:13:37.12639"
576,"Seth Dwira","6268","Faculty of Law","LAW 320 Intellectual Property Law II","Second Semester","40","3","2","2","2","3","3","3","3","4","3","2","3","4","3","Patents ","Trademark ","None ","Adequate teaching and tutorial time",,,,,"2023-09-05 11:14:49.448584"
577,"Sharon Ama Blankson","6289","Faculty of Law","LAW 408 Alternative Dispute Resolution (ADR) II","Second Semester","70","4","5","5","5","4","4","5","4","4","4","4","5","4","5","The entire coure","Non","Non","Non",,,,,"2023-09-05 11:16:39.75768"
578,"Sharon Ama Blankson","6289","Faculty of Law","LAW 414 Law of Evidence II","Second Semester","70","4","5","5","5","4","4","5","4","4","4","4","5","4","5","The entire coure","Non","Non","Non",,,,,"2023-09-05 11:17:38.733537"
579,"David Asumda","6193","Faculty of Law","LAW 402 Jurisprudence II","Second Semester","86","5","4","5","5","5","5","5","4","5","5","5","4","4","5","The entire course ","Non","Non","Course materials should be made available and accessible at the Law Library.",,,,,"2023-09-05 11:22:21.929547"
580,"David Asumda","6193","Faculty of Law","LAW 406 Legal Drafting II","Second Semester","86","5","5","5","5","5","5","5","5","5","5","5","5","5","5","The entire course ","Non","Non","Course materials should be made available and accessible at the Law Library.",,,,,"2023-09-05 11:24:05.427592"
581,"Jude Tuffour","6415","Faculty of Law","LAW 314 Commercial Law II","First Semester","38","5","5","5","5","5","5","5","5","5","5","5","5","5","5","His mastery over law of Agency. I enjoyed that lessons.","Bill of laden. He further broke it down though.","I enjoyed all aspects of Commercial Law","He should do frequent tutorials on past questions. ",,,,,"2023-09-05 12:38:27.425298"
582,"Beryl Sunkwa-Mills","6117","Faculty of Law","LAW 206 Public International Law II","First Semester","60","3","1","1","4","3","3","3","1","3","1","1","3","2","2","Law of the sea","All the other topics","The contents of the courses wasn't well understood.  There was no adequate lecturing on it. Own research and self tuition was not adequate. ","The course materials shd be simplified for students to grasp. Materials were too voluminous. Lecturer made it complex as well.",,,,,"2023-09-05 12:47:02.462526"
583,"Beryl Sunkwa-Mills","6117","Faculty of Law","LAW 206 Public International Law II","First Semester","60","3","1","3","3","1","1","3","2","2","2","1","3","3","2","attenfance ","learning aids were mostly difficult and lecturer hardly helps for student to understand the course content","lecturer lack command of the subject and mostly would leave students to research without helping students to actually understand the course ","kindly change the lecturer",,,,,"2023-09-05 16:51:48.985022"
584,"Feikoab Parimah","6160","Psychology","PSYC106 ICT for Social Sciences","Second Semester","16","1","1","5","5","2","1","2","5","1","1","1","1","1","1","The part where he diverts from the main topic ","ICT for social sciences ","ICT for social sciences ","I think he should be given at least one course to handle instead of three ,for we the student seeing almost everyday makes the learning kind of boring ",,,,,"2023-09-06 17:04:52.695624"
585,"Feikoab Parimah","6160","Psychology","PSYC106 ICT for Social Sciences","Second Semester","15","3","2","4","5","2","2","4","4","4","2","1","5","5","1","Nothing really, you always end up getting lost because he moves fast and diverts a lot ","He makes ICT look so bulky and complicated ","The part where he moves fast and diverts too","The lecturer should take one course only because he’s currently taking three at a time and this makes everything boring ,stressful and tiring.",,,,,"2023-09-06 17:12:52.705051"
586,"Mr. Frederick Frimpong","6377","HRM","CBHR 406 International HRM","Second Semester","6, 14","5","5","5","5","5","5","5","5","5","5","5","5","5","5","HRM and AGRB ","Marketing ","None","We need break during the 3 hours course. Is only mr Fredrick the HRM that allow us to take a break and come back to continue the lectures",,,,,"2023-09-13 17:13:55.475246"
587,"Gustave Amuzu","6183","Computer Science","COMP412 Expert Systems","First Semester","38","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Testing","Not","asdf","asdf",,,,,"2023-09-22 10:59:19.513723"
588,"Ghartey","6356","Public Health","PHEA408 Public Health Ethics and Law in Ghana","First Semester","10","5","5","5","5","5","5","5","5","5","5","5","5","5","5","All aspect ","None ","None ","None ",,,,,"2023-09-27 09:02:15.748637"
589,"Frederick Gardiner","6360","N/A","N/A","First Semester","N/A","5","5","5","5","5","5","5","5","5","5","5","5","5","5","I was able to participate effectively with the lecturer student interaction","punctuality on the part of the lecturer was a challenge","It was the part on probability which was a challenge","Increase on punctuality would be a plus",,,,,"2023-09-28 13:11:57.284085"
590,"Otu-Nyarko","6355","N/A","N/A","Second Semester","N/A","3","1","2","4","1","4","3","2","1","3","4","4","2","2","All aspects was helpful","punctuality on the part of the lecturer was a challenge","The explanation of concepts was a challenge","He should teach well",,,,,"2023-10-02 09:53:47.324411"
591,"Paul Kretchy","6200","N/A","N/A","First Semester","N/A","2","4","1","3","4","5","5","1","4","1","5","5","5","4","The course material was very helpful for studies ","punctuality on the part of the lecturer was a challenge","There were no assessment or text conducted at all","there should be provision of course material",,,,,"2023-10-02 10:34:20.798394"
592,"Beduya Mawuli","6408","N/A","N/A","Second Semester","N/A","2","3","3","3","4","1","1","5","5","3","4","2","2","5","All parts of the course was helpful","Hia ability to relay information was poor","There was no course material","Communication should be improved for clear understanding",,,,,"2023-10-06 08:27:25.889316"
